
#fdt     /usr/users/tascom/data/wildes/beta0018.dat  7/04 1998   10:46:43

#txt     MnPS3 Beta, 14.4 meV 40-pg-30-sample-30-pg-psd, Andrew Wildes
#cmd     orderp

#com     File head parameters:
#fih            H            K            L       EF      EM      EA         2TM         OMM         2TA         OMA A_SPEED   CXTH   PTTH   CATH 

#fhp            0      1.85056   0.00057285 14.40000  -0.008   0.001      41.636      20.812      41.625      20.812   10170   2060   1016    516
#com     File parameters:
#fip            H            K            L        I      MON       TIM          2T          OM      IW1      IW2      IW3         SEAR    XTEM     PTEM    CTEM     PCEM 
                0      1.85056   0.00057285        2     6500    10.112     -24.282     167.864        2        2        2          458  76.356   76.589 999.999   76.499 
                0      1.85715  0.000673447       10     6500     9.975     -24.370     167.815       10       10        1          459  76.359   76.590 999.999   76.500 
                0      1.86467  0.000672341        8     6500     9.961     -24.470     167.765        8        5        1          460  76.359   76.591 999.999   76.500 
                0      1.87218  0.000671226        4     6500    10.079     -24.570     167.715        4        3        0          461  76.360   76.591 999.999   76.500 
                0      1.87969  0.000670103        7     6500    10.043     -24.670     167.665        7        5        2          462  76.360   76.592 999.999   76.500 
                0      1.88738  0.000644163        6     6500    10.069     -24.773     167.615        6        6        2          463  76.361   76.593 999.999   76.500 
                0       1.8947  0.000667831        7     6500     9.855     -24.870     167.565        7        6        0          464  76.361   76.593 999.999   76.500 
                0      1.90221  0.000666683        7     6500    10.058     -24.971     167.515        7        6        2          465  76.362   76.593 999.999   76.500 
                0      1.90971  0.000665526        8     6500    10.163     -25.071     167.465        8        6        2          466  76.362   76.594 999.999   76.501 
                0      1.91721  0.000664361        6     6500     9.993     -25.171     167.415        6        6        2          467  76.362   76.594 999.999   76.500 
                0      1.92471  0.000663188        7     6500     9.764     -25.271     167.365        7        6        2          468  76.363   76.594 999.999   76.500 
                0      1.93221  0.000662006       14     6500    10.051     -25.371     167.315       14       13        5          469  76.362   76.595 999.999   76.500 
                0      1.93989  0.000656202       37     6500    10.027     -25.473     167.264       37       37       13          470  76.364   76.594 999.999   76.500 
                0      1.94794  0.000578169      123     6500     9.897     -25.581     167.214      123      121       69          471  76.363   76.594 999.999   76.500 
                0      1.95543  0.000576649      526     6500     9.990     -25.681     167.164      526      520      292          472  76.363   76.595 999.999   76.500 
                0      1.96292   0.00057512     1814     6500     9.945     -25.781     167.114     1814     1799      966          473  76.363   76.595 999.999   76.500 
                0      1.96968  0.000677177     3814     6500    10.092     -25.871     167.064     3814     3782     1986          474  76.363   76.595 999.999   76.500 
                0      1.97717  0.000676025     7029     6500     9.861     -25.972     167.014     7029     6947     3730          475  76.364   76.595 999.999   76.500 
                0      1.98466  0.000674865    11080     6500     9.926     -26.072     166.964    11080    10950     5820          476  76.364   76.595 999.999   76.500 
                0      1.99233   0.00064751    15033     6500    10.085     -26.174     166.914    15033    14818     6907          477  76.364   76.596 999.999   76.500 
                0      1.99963   0.00067252    16195     6500    10.029     -26.272     166.864    16197    15981     5857          478  76.364   76.595 999.999   76.500 
                0      2.00803  0.000560986    14150     6500     9.958     -26.384     166.813    14150    13952     3383          479  76.364   76.596 999.999   76.500 
                0      2.01533  0.000585881    10823     6500     9.986     -26.482     166.763    10823    10694     1538          480  76.364   76.595 999.999   76.500 
                0      2.02281  0.000584366     7358     6500    10.195     -26.582     166.713     7358     7282      625          481  76.364   76.595 999.999   76.500 
                0      2.03047  0.000556146     4151     6500    10.258     -26.684     166.663     4151     4123      167          482  76.364   76.596 999.999   76.499 
                0      2.03795  0.000554516     1981     6500    10.383     -26.785     166.613     1981     1968       41          483  76.364   76.596 999.999   76.500 
                0      2.04525  0.000579771      684     6500    10.091     -26.882     166.563      684      679       15          484  76.363   76.595 999.999   76.500 
                0      2.05272  0.000600322      176     6500    10.137     -26.982     166.512      176      173       10          485  76.365   76.596 999.999   76.500 
                0      2.05965  0.000680081       42     6500     9.906     -27.075     166.462       42       42        3          486  76.365   76.596 999.999   76.500 
                0      2.06785  0.000570176       12     6500     9.950     -27.185     166.412       12       10        3          487  76.364   76.596 999.999   76.500 
                0      2.07532  0.000568585        8     6500     9.878     -27.285     166.362        8        6        2          488  76.365   76.595 999.999   76.500 
                0      2.08297  0.000562024       10     6500    10.230     -27.388     166.311       10       10        6          489  76.364   76.596 999.999   76.500 
                0      2.09007  0.000615361        5     6500    10.037     -27.483     166.261        5        5        1          490  76.364   76.596 999.999   76.500 
                0      2.09772  0.000586347        7     6500     9.770     -27.585     166.211        7        7        2          491  76.364   76.596 999.999   76.500 
                0      2.10536  0.000557123        7     6500     9.993     -27.688     166.161        7        7        1          492  76.365   76.596 999.999   76.500 
                0      2.11282   0.00057822        6     6500    10.040     -27.788     166.110        6        5        1          493  76.364   76.596 999.999   76.500 
                0       2.1201  0.000604516        0     6500    10.127     -27.886     166.060        0        0        0          494  76.365   76.596 999.999   76.500 
                0      2.12756  0.000603028        6     6500    10.233     -27.986     166.010        6        5        1          495  76.365   76.596 999.999   76.500 
                0       2.1352  0.000596448        2     6500     9.900     -28.088     165.959        2        2        0          496  76.365   76.597 999.999   76.500 
                0      2.14265  0.000594926        8     6500    10.067     -28.188     165.909        8        6        4          497  76.365   76.597 999.999   76.500 
                0      2.15047   0.00053685        5     6500    10.100     -28.293     165.859        5        3        1          498  76.364   76.597 999.999   76.500 
