  3.1660000e+000  0.0000000e+000  5.0000000e-001  4.5000000e-001  1.2360000e+002  1.2178670e+001
  3.1842000e+000  0.0000000e+000  5.0000000e-001  4.8000000e-001  1.0440000e+002  1.1192855e+001
  3.2024000e+000  0.0000000e+000  5.0000000e-001  5.1000000e-001  1.3920000e+002  1.2924396e+001
  3.2206000e+000  0.0000000e+000  5.0000000e-001  5.4000000e-001  1.6560000e+002  1.4096808e+001
  3.2388000e+000  0.0000000e+000  5.0000000e-001  5.7000000e-001  2.0040000e+002  1.5507418e+001
  3.2570000e+000  0.0000000e+000  5.0000000e-001  6.0000000e-001  1.8720000e+002  1.4987995e+001
  3.2752000e+000  0.0000000e+000  5.0000000e-001  6.3000000e-001  1.7880000e+002  1.4647867e+001
  3.2934000e+000  0.0000000e+000  5.0000000e-001  6.6000000e-001  1.5720000e+002  1.3734628e+001
  3.3116000e+000  0.0000000e+000  5.0000000e-001  6.9000000e-001  1.4520000e+002  1.3200000e+001
  3.3298000e+000  0.0000000e+000  5.0000000e-001  7.2000000e-001  1.2720000e+002  1.2354756e+001
  3.3480000e+000  0.0000000e+000  5.0000000e-001  7.5000000e-001  1.2000000e+002  1.2000000e+001
  3.3662000e+000  0.0000000e+000  5.0000000e-001  7.8000000e-001  1.0560000e+002  1.1256998e+001
  3.3844000e+000  0.0000000e+000  5.0000000e-001  8.1000000e-001  9.1200000e+001  1.0461357e+001
  3.4026000e+000  0.0000000e+000  5.0000000e-001  8.4000000e-001  1.1280000e+002  1.1634432e+001
  3.4208000e+000  0.0000000e+000  5.0000000e-001  8.7000000e-001  9.1200000e+001  1.0461357e+001
  3.4390000e+000  0.0000000e+000  5.0000000e-001  9.0000000e-001  7.0800000e+001  9.2173749e+000
  3.4754000e+000  0.0000000e+000  5.0000000e-001  9.6000000e-001  6.0000000e+001  8.4852814e+000
  3.5118000e+000  0.0000000e+000  5.0000000e-001  1.0200000e+000  5.1600000e+001  5.5641711e+000
  3.5482000e+000  0.0000000e+000  5.0000000e-001  1.0800000e+000  5.4000000e+001  5.6920998e+000
  3.5846000e+000  0.0000000e+000  5.0000000e-001  1.1400000e+000  6.6000000e+001  6.2928531e+000
  3.6210000e+000  0.0000000e+000  5.0000000e-001  1.2000000e+000  6.8400000e+001  6.4062469e+000
  3.6577000e+000  0.0000000e+000  5.0000000e-001  1.2600000e+000  6.8400000e+001  9.0598013e+000
  3.6941000e+000  0.0000000e+000  5.0000000e-001  1.3200000e+000  5.6400000e+001  8.2267855e+000
  3.7305000e+000  0.0000000e+000  5.0000000e-001  1.3800000e+000  5.0400000e+001  7.7768888e+000
  3.7669000e+000  0.0000000e+000  5.0000000e-001  1.4400000e+000  5.2800000e+001  7.9598995e+000
  3.8033000e+000  0.0000000e+000  5.0000000e-001  1.5000000e+000  5.5200000e+001  8.1387960e+000
  3.8397000e+000  0.0000000e+000  5.0000000e-001  1.5600000e+000  4.6800000e+001  7.4939976e+000
  3.8761000e+000  0.0000000e+000  5.0000000e-001  1.6200000e+000  5.5200000e+001  8.1387960e+000
  3.9125000e+000  0.0000000e+000  5.0000000e-001  1.6800000e+000  5.2800000e+001  7.9598995e+000
  3.9489000e+000  0.0000000e+000  5.0000000e-001  1.7400000e+000  4.4400000e+001  7.2993150e+000
  3.9853000e+000  0.0000000e+000  5.0000000e-001  1.8000000e+000  4.5600000e+001  5.2306787e+000
  4.0217000e+000  0.0000000e+000  5.0000000e-001  1.8600000e+000  5.8800000e+001  8.4000000e+000
  4.0581000e+000  0.0000000e+000  5.0000000e-001  1.9200000e+000  8.4000000e+001  1.0039920e+001
  4.0945000e+000  0.0000000e+000  5.0000000e-001  1.9800000e+000  9.3600000e+001  1.0598113e+001
  4.1048000e+000  0.0000000e+000  5.0000000e-001  2.0600000e+000  7.4400000e+001  9.4488094e+000
  4.1354000e+000  0.0000000e+000  5.0000000e-001  2.1200000e+000  7.0800000e+001  6.5176683e+000
  4.1660000e+000  0.0000000e+000  5.0000000e-001  2.1800000e+000  5.8800000e+001  8.4000000e+000
  4.1966000e+000  0.0000000e+000  5.0000000e-001  2.2400000e+000  6.6000000e+001  8.8994382e+000
  4.2272000e+000  0.0000000e+000  5.0000000e-001  2.3000000e+000  6.1200000e+001  8.5697141e+000
