01:08:21	2
1	6
0.32205	1.72244E-4
0.32562	1.89686E-4
0.32783	1.93984E-4
0.32934	1.99318E-4
0.33056	2.04781E-4
0.33163	2.10534E-4
0.33268	2.1351E-4
0.33373	2.14502E-4
0.33472	2.21996E-4
0.33571	2.19558E-4
0.3367	2.27922E-4
0.33773	2.26609E-4
0.33871	2.29787E-4
0.33972	2.35547E-4
0.34074	2.40842E-4
0.34177	2.45852E-4
0.34278	2.43266E-4
0.34377	2.52738E-4
0.34474	2.54403E-4
0.34578	2.54768E-4
0.3468	2.62941E-4
0.34778	2.65933E-4
0.3488	2.69288E-4
0.3498	2.75937E-4
0.3508	2.81304E-4
0.35178	2.88965E-4
0.3528	2.92357E-4
0.35379	2.95496E-4
0.35478	3.03808E-4
0.35579	3.15937E-4
0.35688	3.21219E-4
0.35789	3.21646E-4
0.35892	3.27222E-4
0.35989	3.36977E-4
0.36088	3.44515E-4
0.36187	3.47868E-4
0.36284	3.59917E-4
0.36385	3.72042E-4
0.36483	3.84273E-4
0.36583	3.976E-4
0.36681	4.13349E-4
0.36783	4.1614E-4
0.36887	3.96303E-4
0.3699	3.80267E-4
0.37096	3.66246E-4
0.37202	3.36881E-4
0.37309	3.15282E-4
0.37422	2.8186E-4
0.37533	2.52923E-4
0.37641	2.23409E-4
0.37747	2.03798E-4
0.37851	1.91508E-4
0.37952	1.77685E-4
0.38053	1.70528E-4
0.38154	1.63445E-4
0.38256	1.59461E-4
0.38357	1.54777E-4
0.38458	1.51703E-4
0.38559	1.48696E-4
0.38661	1.46002E-4
0.38762	1.41546E-4
0.38863	1.4035E-4
0.38963	1.37948E-4
0.39062	1.36072E-4
0.39164	1.34472E-4
0.39266	1.32051E-4
0.39368	1.29985E-4
0.39467	1.29406E-4
0.39568	1.28375E-4
0.39671	1.2602E-4
0.39773	1.25079E-4
0.39876	1.23918E-4
0.39979	1.22286E-4
0.4008	1.21435E-4
0.40183	1.223E-4
0.40286	1.18686E-4
0.40392	1.17621E-4
0.40495	1.16642E-4
0.40604	1.15914E-4
0.40716	1.15783E-4
0.40833	1.1378E-4
0.41004	1.10753E-4
0.41204	1.11145E-4
0.41436	1.0875E-4
0.41692	1.08804E-4
0.41985	1.0396E-4
0.42308	1.02776E-4
0.42672	1.03602E-4
0.43061	9.9075E-5
0.43488	9.62859E-5
0.43934	9.38587E-5
0.44411	9.30303E-5
0.44908	8.95142E-5
0.45425	9.0623E-5
0.45973	8.40891E-5
0.46541	8.71923E-5
0.47148	8.37272E-5
0.47799	7.96728E-5
0.48477	8.29649E-5
0.49203	7.74769E-5
